text,l1
"The most evidences that were persuasive to me are:-the gaining weight;
-the biological parameters changes (values of cholesterol,trans fat, liver enzymes);
-His heart feeling and;
-Hyposexual activities that his mentionned.",French
"My overall evaluation of Mc Donald's restaurant is always poor.In my evaluation,I will use several criteria:
-The percentage of fat that they burgers might containt;
-The quantity of they burgers;
-The quality of the oil used to fry and;
-The daily percentage of calories served on every meal.",French
"He tried to improve that fast foods aren`t healty. He choosed the biggest fast food producer MC Donalds. If he could prove his claim, it would show that all fast food products were unhealthy.",Turkish
"The medical evidences were most persuasive for me, because no one can object or disapprove to them.

The test result were very clear. If we continue fast food habit we will be fat/obeze people in future.",Turkish
Morgan tried to prove that the effects of eating fast food on the body which is bad effects in his opinion.,Arabic
"Yes he prove it, becouse his helth become in terrible, he feeled in the end so bad and he were in very bad mood.",Arabic
"the personal experiance, becouse it shows how it is real , and showing you real effects, not just words.",Arabic
"1.I was so hungry , so I ate two sandwiches .
2.My uncle has lived LA for twenty years ,
so I will visit to him on next year .",Chinese
"1.I failed the text because I didn't study .
2. I went to supermarket on sunday because
I need to bought some food .",Chinese
"When I finish courses in ELI on December 7th , I will back to Taiwan and I will
see my parents . Before that,I have to booking return tickets .",Chinese
"I went to shopping alone because my roomates were not at home . after that ,
I was eating dinner with my friends in
Squirrel hill at 7 o'clock . I backed to
house after 9 .",Chinese
We are going to buy some equipments. Some of equipments are too old. We are going to make more activities. Students want more activities.,Chinese
"The Nationality rooms built in the Cathedral of Learning, University of Pittsburgh. In order to show the differences of different cultures, each room has its own style. Also, each room has different purposes. For example, the Syria-Lebanon Room and the Early American Room",Chinese
"Steve Clarkson gets an e-mail from his 17-yeay- old sister. She has a gadget that lets her send e-mail.play games, and take notes.",Korean
We are going to buy new desks. The desks are too small. We are going to change blackboards. The blackboards stirred up powders of chalk. That are bad fpr health.,Korean
"Laptop, air conditioner, phone, DVD, television, video, camera, microwave, car, skyscrapers, and radio.",Arabic
"If I can decide, I`m going to reduce tuition fee for many ELI students. USA`s prices is high than other countries(except Japan). Also I will employ teather more than now, so one teather can teath student less than now. 
 these is my opinion.",Korean
"I'm going to spend money to activity. Next, I'm going to buy new desks because now ELI desks are too small.",Korean
"Steve`s sister is 17 year old. She has a gadget that lets her send e-mail, play games, and take notes. She is a student . She does n`t give her brother attention because she is playing by her gadget.",Arabic
I am going to buy new desks. I am going to buy new chairs. I will change the restaurant. I am going to change rest room. I will repair the building. I am going to buy books for student.,Arabic
"I enjoyed Chinese New Year's day the most. On that day, I can eat many different kinds of food. The old give kids or teenagers money after they bowed the old. I quite enjoyed being receiving money from the old.",Korean
"I think the best part of the holiday I have enjoyed is eating together because while I and my relatives are eating, we talk a lot and have fun.;",Korean
"She gives some events by chronologically to support why she thinks the fellowship is the best part such as children play new toys which they bought, she talked with her brother, they tick off the hours by the aromas, and the family has a lovely dinner.",Chinese
"Yes. The topic sentence in this paragraph is ""When I think about it, this fellowship is really the best part of Christmas Day for me."" The controlling idea is the fellowship.

",Chinese
" In today¡¯s communities all over the world, smokers are a group that is a part that can not be derived from their societies. Smoking have effects on the society and behaviors in addition to \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\",Arabic
